Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
Spacious and clean - room for rent,Private room,3,64.0,5.0,12,2018-03-03,2020-06-05,0,True,16,Manhattan,Harlem,3312,Nancy J. Gonzales,njgonzales33@outlook.com,2017-07-13,"New York, New York, United States",Within an hour,100.0,100.0,False,760,-65,2.7
Cozy room on the UES,Private room,2,89.0,5.0,45,2018-04-09,2020-03-23,318,True,19,Manhattan,Upper East Side,2581,Patricia I. Mooney,patriciamooney@yahoo.com,2015-12-14,"New York, New York, United States",Within a day,50.0,94.0,False,723,9,4.3
"Cozy overnight bed Midtown, New York City",Shared room,1,39.0,5.0,3,2019-12-27,2019-12-29,31,True,17,Manhattan,Hell's Kitchen,3233,James A. Dickson,jamesdickson@yahoo.com,2017-05-02,"New York, New York, United States",Within a day,50.0,100.0,True,96,94,2.9
"luxury 2 bedrom, 1 bath, 1 living room top FL view",Private room,5,162.0,5.0,55,2018-04-26,2020-08-09,87,False,22,Queens,Flushing,3430,Sherry J. Lowery,sherrylowery@gmail.com,2017-12-08,"Queens, New York, United States",Within an hour,100.0,100.0,True,706,-130,2.3
Sunny Bushwick Bedroom,Private room,2,44.0,5.0,15,2018-03-26,2019-11-11,30,False,8,Brooklyn,Bushwick,1858,Nancy C. Babu,nancybabu@outlook.com,2014-08-20,"New York, New York, United States",Within an hour,75.0,43.0,False,737,142,5.6
Gay friendly in NYC,Private room,2,100.0,4.92,12,2018-03-11,2018-12-31,0,False,8,Brooklyn,Bushwick,1147,Matthew D. May,matthewm@outlook.com,2013-05-21,"New York, New York, United States",Within an hour,100.0,0.0,True,752,457,6.9
Beautiful 3 bed 2 bath blocks fr subway in Astoria,Entire place,6,139.0,4.57,90,2018-03-11,2020-03-09,177,True,21,Queens,Astoria,3114,Anthony J. Chen,ajchen34@hotmail.com,2017-01-01,"New York, New York, United States",Within an hour,100.0,100.0,False,752,23,3.2
2 bedroom tourist heaven with outdoor space.,Entire place,5,169.0,4.73,75,2018-03-17,2020-02-07,365,False,24,Queens,Long Island City,3399,Matthew A. Hopkins,matthewahopkins@hotmail.com,2017-10-28,"New York, New York, United States",Within a day,69.0,77.0,False,746,54,2.4
"Great Home&Host, next to 1 train",Private room,2,46.0,4.9,10,2018-08-11,2018-12-01,0,True,16,Manhattan,Harlem,2694,Kyle A. Chan,kylec@hotmail.com,2016-02-24,"New York, New York, United States",Within an hour,100.0,100.0,True,599,487,4.1
Heart of Astoria 3 bedrooms apt,Entire place,6,223.0,4.79,102,2018-03-14,2020-03-10,132,False,24,Queens,Long Island City,1350,Judy K. Kamal,judyk@outlook.com,2013-09-22,"New York, New York, United States",Within an hour,100.0,98.0,False,749,22,6.5
SQUARE Village Suite/free street parking +wifi,Entire place,3,110.0,4.89,28,2018-06-17,2020-08-15,314,False,15,Manhattan,East Village,3156,Lisa I. Sargent,lisargent@outlook.com,2017-02-17,"New York, New York, United States",Within an hour,100.0,94.0,True,654,-136,3.1
Private Apartment steps from Central Park,Entire place,4,660.0,4.56,34,2018-04-02,2020-02-16,0,False,14,Manhattan,East Harlem,711,Marilyn N. Mayer,marilynnmayer@yahoo.com,2012-07-02,"New York, New York, United States",A few days or more,0.0,59.0,False,730,45,7.7
BEST value in Midtown! 1-bdrm luxury resort condo.,Entire place,4,187.0,5.0,15,2018-05-17,2019-10-24,15,True,18,Manhattan,Midtown,3262,Peggy S. C,peggyc@gmail.com,2017-06-03,"Ipswich, Massachusetts, United States",Within an hour,100.0,100.0,True,685,160,2.8
Comfortable SOFA BED in an apt 25 min to manhattan,Shared room,1,38.0,4.73,11,2019-11-17,2020-03-01,90,False,8,Brooklyn,Bushwick,3053,Doris D. Martin,ddmartin@outlook.com,2016-10-29,"New York, New York, United States",Within a day,100.0,85.0,False,136,31,3.4
Amazing 2bedroom apartment Central Park West,Entire place,6,300.0,5.0,4,2018-04-16,2020-05-26,61,False,20,Manhattan,Upper West Side,1740,Edward A. Bowen,edwardbowen90@yahoo.com,2014-06-15,"New York, New York, United States",Within an hour,100.0,87.0,True,716,-55,5.8
Shared male room with bunk beds for rent for MALE,Shared room,1,35.0,4.63,19,2018-03-18,2019-12-14,89,True,9,Brooklyn,Crown Heights,3486,Amanda I. Daniels,amandaidaniels@outlook.com,2018-03-06,"Boston, Massachusetts, United States",Within a day,90.0,89.0,False,745,109,2.1
2-bdrm Luxury Condo in Midtown,Entire place,6,374.0,4.86,14,2018-06-13,2019-09-05,0,True,18,Manhattan,Midtown,3262,Peggy S. C,peggyc@gmail.com,2017-06-03,"Ipswich, Massachusetts, United States",Within an hour,100.0,100.0,True,658,209,2.8
Harlem Hideaway,Entire place,6,130.0,4.21,14,2019-03-06,2020-03-18,260,True,14,Manhattan,East Harlem,3501,Jeffrey P. Moody,jeffreymoody30@yahoo.com,2018-03-25,"New York, New York, United States",A few days or more,0.0,97.0,False,392,14,2.0
The Turquoise Room,Private room,2,35.0,4.91,55,2018-04-04,2020-08-15,230,False,9,Brooklyn,Crown Heights,3100,Diana R. Dave,drdave25@outlook.com,2016-12-12,"New York, New York, United States",Within an hour,100.0,97.0,False,728,-136,3.3
Apartment One Bedroom #9,Entire place,6,69.0,4.33,9,2018-05-07,2020-02-16,285,True,18,Manhattan,Midtown,3487,John C. Ross,johncross84@outlook.com,2018-03-07,"New York, New York, United States",Within an hour,91.0,100.0,False,695,45,2.1
Apartment One Bedroom #4,Entire place,6,69.0,4.67,6,2018-04-22,2020-02-04,290,True,18,Manhattan,Midtown,3487,John C. Ross,johncross84@outlook.com,2018-03-07,"New York, New York, United States",Within an hour,91.0,100.0,False,710,57,2.1
Apartment One Bedroom #8,Entire place,6,69.0,4.23,22,2018-04-22,2020-06-19,286,True,18,Manhattan,Midtown,3487,John C. Ross,johncross84@outlook.com,2018-03-07,"New York, New York, United States",Within an hour,91.0,100.0,False,710,-79,2.1
Apartment One Bedroom #62,Entire place,8,150.0,4.5,8,2018-06-10,2020-05-31,0,True,18,Manhattan,Midtown,3487,John C. Ross,johncross84@outlook.com,2018-03-07,"New York, New York, United States",Within an hour,91.0,100.0,False,661,-60,2.1
Apartment One Bedroom #6,Entire place,6,69.0,4.8,10,2018-09-14,2020-08-14,300,True,18,Manhattan,Midtown,3487,John C. Ross,johncross84@outlook.com,2018-03-07,"New York, New York, United States",Within an hour,91.0,100.0,False,565,-135,2.1
Huge 1BR Wes Anderson Style *Staycation Discounts,Entire place,4,149.0,4.98,62,2018-04-18,2020-01-19,80,False,16,Manhattan,Harlem,978,Peter O. Mcdermott,peteromcdermott41@outlook.com,2013-01-22,"New York, New York, United States",Within a few hours,100.0,89.0,True,714,73,7.2
"Bright cozy room near Subway (M, J, Z, G trains)",Shared room,2,32.0,4.5,4,2018-05-12,2019-12-26,365,True,7,Brooklyn,Bedford-Stuyvesant,3419,Jack K. Gould,jackkgould@yahoo.com,2017-11-23,"Brooklyn, New York, United States",Within an hour,100.0,81.0,False,690,97,2.4
Entire Apartment in super convenient location,Entire place,4,250.0,4.6,5,2018-05-04,2019-12-29,0,True,12,Brooklyn,Williamsburg,497,Randy A. Brock,rabrock@hotmail.com,2012-01-08,"Brooklyn, New York, United States",Within a few hours,100.0,100.0,False,698,94,8.2
"Gorgeous Room steps from 4,5,6 trains and C.Park !",Private room,4,49.0,4.91,93,2018-05-22,2020-08-15,178,True,14,Manhattan,East Harlem,3330,Walter A. Knowles,walterknowles19@hotmail.com,2017-08-09,"New York, New York, United States",Within an hour,100.0,97.0,True,680,-136,2.6
Brooklyn's Best Kept Secret,Entire place,4,125.0,4.92,59,2018-07-22,2020-07-16,0,True,10,Brooklyn,East Flatbush,3219,Carla B. Foster,cbfoster44@hotmail.com,2017-04-24,"Brooklyn, New York, United States",Within an hour,100.0,100.0,True,619,-106,2.9
2 Bedroom Apt Newly renovated-10 Min to Times SQ.,Entire place,4,134.0,4.97,30,2019-06-22,2020-07-22,361,False,21,Queens,Astoria,3152,Brandy T. Norton,brandyn@yahoo.com,2017-02-12,"New York, New York, United States",Within an hour,100.0,98.0,True,284,-112,3.1
Luxurious Brooklyn Getaway - Two Bedroom Apartment,Entire place,8,149.0,4.99,70,2018-04-22,2020-03-17,267,False,9,Brooklyn,Crown Heights,1694,Frank P. Memon,frankmemon94@outlook.com,2014-05-18,"New York, New York, United States",Within a day,50.0,97.0,True,710,15,5.9
"Spacious,sunny, artistic loft by the L train",Entire place,7,151.0,4.58,107,2018-04-12,2020-03-08,365,False,12,Brooklyn,Williamsburg,95,Justin V. Moody,justinm26@outlook.com,2010-05-13,"New York, New York, United States",Within an hour,100.0,71.0,False,720,24,9.9
Modern 2bd Gem Close to Central Park - 5 Min Walk,Entire place,6,175.0,5.0,61,2019-04-08,2020-08-02,151,False,14,Manhattan,East Harlem,2314,Wanda H. Sims,wandas@hotmail.com,2015-06-17,"Miami, Florida, United States",Within an hour,100.0,97.0,True,359,-123,4.8
Room in sunny Prime Williamsburg pad.,Private room,2,60.0,4.63,40,2018-03-29,2019-09-01,0,False,12,Brooklyn,Williamsburg,3234,Jean L. Brewer,jeanlbrewer46@yahoo.com,2017-05-03,"New York, New York, United States",Within an hour,100.0,100.0,False,734,213,2.9
Charming & inviting Brooklyn Brownstone apartment,Entire place,2,100.0,4.81,63,2018-03-13,2020-08-10,33,True,7,Brooklyn,Bedford-Stuyvesant,830,Brian J. Ross,brianross@yahoo.com,2012-09-18,"New York, New York, United States",Within an hour,100.0,100.0,False,750,-131,7.5
"*STUDIO SUITE* Spacious, Private & Clean - AC/Heat",Entire place,2,79.0,4.98,126,2018-03-25,2020-05-27,42,True,8,Brooklyn,Bushwick,2195,Theresa D. Simon,theresas@yahoo.com,2015-04-06,"New York, New York, United States",Within an hour,100.0,98.0,True,738,-56,5.0
NICE 2BR  2Bath Wakefield/Full kitchen  NYC 20 min,Entire place,7,115.0,4.68,22,2018-04-24,2020-04-05,310,True,6,Bronx,Wakefield,1741,Patrick G. Miller,patrickmiller@yahoo.com,2014-06-16,"Bronx, New York, United States",Within an hour,100.0,99.0,False,708,-4,5.8
Astoria Prime,Entire place,4,90.0,4.83,103,2018-03-25,2020-08-15,94,True,21,Queens,Astoria,3489,Steven D. Soto,stevendsoto@outlook.com,2018-03-13,"Queens, New York, United States",Within an hour,100.0,100.0,True,738,-136,2.1
"Modern apt private bed, bath, close to everything.",Private room,3,113.0,5.0,57,2018-03-25,2020-08-08,87,False,22,Queens,Flushing,3430,Sherry J. Lowery,sherrylowery@gmail.com,2017-12-08,"Queens, New York, United States",Within an hour,100.0,100.0,True,738,-129,2.3
First floor #6,Private room,2,125.0,4.79,14,2018-04-14,2019-06-30,365,True,12,Brooklyn,Williamsburg,3366,Philip A. Tanner,philipatanner@yahoo.com,2017-09-18,"New York, New York, United States",Within an hour,100.0,100.0,True,718,276,2.5
Queen Charlotteâ€™s in Bâ€™klyn  (for 1 guest),Private room,1,39.0,4.91,89,2018-03-23,2020-06-04,351,True,10,Brooklyn,East Flatbush,2346,Shaun I. Robertson,shaunr@outlook.com,2015-07-03,"New York, New York, United States",Within a few hours,100.0,100.0,False,740,-64,4.7
Private bedroom in East Village *Fully Sanitized!*,Private room,2,74.0,4.97,240,2018-05-06,2020-08-14,75,True,15,Manhattan,East Village,3493,Summer J. Lin,summerlin34@hotmail.com,2018-03-14,"New York, New York, United States",Within an hour,100.0,95.0,True,696,-135,2.1
ðŸ’° SUPER DEAL ðŸšˆ 8 MIN WALK TO MAIN ST SUBWAY,Entire place,3,79.0,5.0,3,2018-04-19,2019-06-30,355,True,22,Queens,Flushing,1086,Sherry K. Warren,sherrywarren@yahoo.com,2013-04-17,"New York, New York, United States",Within an hour,100.0,100.0,True,713,276,7.0
"Snug & Cozy 1 Bedroom -Hamilton Heights, NY",Private room,2,83.0,5.0,11,2018-07-14,2018-12-08,89,True,16,Manhattan,Harlem,3492,Christopher M. Arnold,christophera58@hotmail.com,2018-03-14,"New York, New York, United States",Within an hour,100.0,100.0,False,627,480,2.1
Suite Dante-15 min Central Park+free street park,Entire place,4,78.0,4.9,41,2018-09-17,2020-08-14,334,True,21,Queens,Astoria,3156,Lisa I. Sargent,lisargent@outlook.com,2017-02-17,"New York, New York, United States",Within an hour,100.0,94.0,True,562,-135,3.1
The Sunset Affair,Entire place,6,142.0,4.83,147,2018-03-26,2020-07-27,160,False,7,Brooklyn,Bedford-Stuyvesant,3494,Lindsey T. Armstrong,lindseya@gmail.com,2018-03-17,"Brooklyn, New York, United States",Within an hour,100.0,89.0,True,737,-117,2.0
Spacious getaway room in the heart of Bushwick,Private room,2,69.0,4.98,42,2018-04-23,2019-12-28,89,False,8,Brooklyn,Bushwick,3355,Carole O. Maldonado,carolem26@outlook.com,2017-09-04,"New York, New York, United States",A few days or more,20.0,75.0,False,709,95,2.6
A lovely taste of Brooklyn with this small bedroom,Private room,2,80.0,4.93,67,2018-04-15,2019-12-15,358,False,7,Brooklyn,Bedford-Stuyvesant,3385,Linda N. Green,lindagreen62@outlook.com,2017-10-12,"Brooklyn, New York, United States",Within an hour,100.0,94.0,True,717,108,2.5
Private Sunny Apt In Beautiful Brooklyn Brownstone,Entire place,2,135.0,5.0,5,2018-09-19,2020-01-01,365,False,7,Brooklyn,Bedford-Stuyvesant,1155,Dana M. Gregory,danamgregory90@yahoo.com,2013-05-25,"New York, New York, United States",Within an hour,100.0,20.0,False,560,91,6.9
Clean an comfortable apartment,Private room,2,55.0,5.0,6,2018-05-08,2020-01-01,178,True,21,Queens,Astoria,1731,Alexandra L. Burgess,alexandraburgess97@yahoo.com,2014-06-09,"Queens, New York, United States",Within a day,67.0,80.0,False,694,91,5.8
BEST LOCATION IN NY,Private room,2,45.0,4.65,49,2018-04-19,2020-03-10,349,True,21,Queens,Astoria,3341,Nancy L. Tucker,nancytucker@yahoo.com,2017-08-16,"New York, New York, United States",Within a day,71.0,100.0,True,713,22,2.6
"Chill & Ambient 1BR Apartment, 1 Block to Train",Entire place,2,85.0,5.0,4,2018-03-28,2019-12-08,0,False,8,Brooklyn,Bushwick,1733,Robert F. Herrera,roberth@yahoo.com,2014-06-11,"New York, New York, United States",Within a day,100.0,67.0,False,735,115,5.8
The Most Delicious Airbnb Ever,Private room,2,103.0,4.84,88,2018-03-26,2020-02-16,89,True,7,Brooklyn,Bedford-Stuyvesant,2035,Cynthia F. Hall,cfhall@yahoo.com,2014-11-29,"New York, New York, United States",Within a day,100.0,100.0,True,737,45,5.3
"YES WE'RE OPEN! Sunny, Spacious Bed Stuy Apartment",Entire place,2,90.0,4.99,127,2018-04-22,2020-08-13,1,False,7,Brooklyn,Bedford-Stuyvesant,3498,Kathleen G. Krishna,kathleenk71@hotmail.com,2018-03-21,"Brooklyn, New York, United States",Within an hour,100.0,72.0,True,710,-134,2.0
"Quiet, Sunny Bedroom in Lefferts Gardens",Private room,2,50.0,4.92,48,2018-11-13,2020-07-27,4,False,10,Brooklyn,East Flatbush,3470,Kenneth J. Strickland,kenneths@outlook.com,2018-02-01,"New York, New York, United States",Within a few hours,100.0,85.0,True,505,-117,2.2
"Bushwick Room w Private Bath, 1 Block to Subway",Private room,2,83.0,4.82,79,2018-04-15,2020-03-16,61,True,8,Brooklyn,Bushwick,2351,Donna D. Nixon,ddnixon@yahoo.com,2015-07-07,"New York, New York, United States",Within an hour,100.0,98.0,False,717,16,4.7
Entire apt in Manhattan. 15 mins to Times Square!,Entire place,4,140.0,4.44,121,2018-04-26,2020-07-31,0,True,14,Manhattan,East Harlem,2757,Nancy F. Dutta,nfdutta@gmail.com,2016-03-30,"New York, New York, United States",Within an hour,90.0,97.0,False,706,-121,4.0
Bright room in sunny Prime Williamsburg pad.,Private room,2,55.0,4.57,14,2018-05-14,2019-09-01,24,False,12,Brooklyn,Williamsburg,3234,Jean L. Brewer,jeanlbrewer46@yahoo.com,2017-05-03,"New York, New York, United States",Within an hour,100.0,100.0,False,688,213,2.9
Upper East Side Cozy Room!!!,Private room,2,85.0,4.98,113,2018-03-29,2020-03-16,359,True,14,Manhattan,East Harlem,3499,Timothy J. Khan,timothyk48@hotmail.com,2018-03-23,"New York, New York, United States",Within a day,100.0,100.0,True,734,16,2.0
PRIVATE BEDROOM ! 15mins to Manhattan- LGA Airport,Private room,3,45.0,4.73,64,2018-04-05,2020-01-01,21,False,21,Queens,Astoria,3460,Mark N. Rivera,mnrivera78@yahoo.com,2018-01-21,"New York, New York, United States",Within a day,50.0,81.0,False,727,91,2.2
"Huge, bright 1 bed w/ priv yard in Crown Heights!",Entire place,3,70.0,5.0,3,2018-04-11,2018-09-23,0,False,9,Brooklyn,Crown Heights,1688,Tammy J. Miller,tammym@gmail.com,2014-05-14,"New York, New York, United States",A few days or more,33.0,14.0,False,721,556,5.9
Astoria townhouse apartment in great location,Entire place,2,120.0,5.0,7,2018-04-12,2020-08-02,330,False,21,Queens,Astoria,2422,Sarah L. Christensen,sarahchristensen@gmail.com,2015-08-13,"New York, New York, United States",Within a few hours,84.0,86.0,False,720,-123,4.6
Sunny 2br Apt in Bedstuy. 20 mins to Manhattan!,Entire place,4,119.0,5.0,3,2018-04-18,2018-09-15,0,False,7,Brooklyn,Bedford-Stuyvesant,1713,Phyllis J. Frank,pjfrank49@hotmail.com,2014-06-02,"Brooklyn, New York, United States",Within an hour,100.0,63.0,False,714,564,5.8
(2 beds) Great location private room in Manhattan!,Private room,2,39.0,4.74,39,2018-04-06,2020-03-10,69,True,14,Manhattan,East Harlem,3164,Debra S. Stewart,debrastewart@yahoo.com,2017-02-22,"New York, New York, United States",Within an hour,100.0,98.0,True,726,22,3.1
Deluxe East Village Flat: 2 Bed - 2 Bath,Entire place,6,360.0,4.67,54,2018-03-29,2020-01-04,164,False,15,Manhattan,East Village,1747,Lois T. Sullivan,loissullivan@hotmail.com,2014-06-18,"New York, New York, United States",A few days or more,25.0,36.0,False,734,88,5.8
Luxury in a penthouse with Manhattan skyline views,Private room,2,70.0,4.99,77,2018-05-24,2020-07-31,150,False,10,Brooklyn,East Flatbush,896,Marilyn E. Dempsey,marilynd70@gmail.com,2012-11-08,"New York, New York, United States",Within a few hours,100.0,97.0,True,678,-121,7.4
BedSTUY SupperCLUB,Private room,4,45.0,4.48,44,2018-04-29,2020-02-25,44,True,7,Brooklyn,Bedford-Stuyvesant,1663,Kenneth F. Garner,kfgarner62@hotmail.com,2014-04-27,"New York, New York, United States",A few days or more,17.0,95.0,False,703,36,5.9
Beautiful sunny BR in fully renovated apartment !!,Private room,1,35.0,5.0,10,2018-06-04,2020-02-18,264,False,7,Brooklyn,Bedford-Stuyvesant,2013,Shawn L. Steele,shawnlsteele24@gmail.com,2014-11-16,"New York, New York, United States",Within a few hours,100.0,100.0,True,667,43,5.4
LOVE MANHATTAN 2,Private room,2,65.0,4.89,56,2018-04-03,2020-06-27,260,False,4,Bronx,Mott Haven,3322,Mark E. Myers,markm65@outlook.com,2017-07-28,"New York, New York, United States",Within an hour,100.0,99.0,True,729,-87,2.7
Experience Brownstone Living in Brooklyn!,Entire place,5,180.0,4.91,33,2018-07-15,2020-07-31,332,False,7,Brooklyn,Bedford-Stuyvesant,910,Tracy K. Black,tracyb8@hotmail.com,2012-11-18,"New York, New York, United States",Within a few hours,100.0,69.0,True,626,-121,7.4
Ace location. Luxurious apt 5 min walk to 7 train.,Private room,3,106.0,4.97,72,2018-04-29,2020-08-13,79,False,22,Queens,Flushing,3430,Sherry J. Lowery,sherrylowery@gmail.com,2017-12-08,"Queens, New York, United States",Within an hour,100.0,100.0,True,703,-134,2.3
Spacious & Artsy Brooklyn Apt w big private yard,Entire place,4,135.0,5.0,30,2018-09-09,2019-12-29,243,False,7,Brooklyn,Bedford-Stuyvesant,1959,James S. Snyder,jamesssnyder26@gmail.com,2014-10-24,"New York, New York, United States",Within a day,100.0,75.0,True,570,94,5.4
Brooklyn Stay Inn TH,Entire place,5,120.0,4.29,7,2019-05-18,2020-01-01,361,False,9,Brooklyn,Crown Heights,3497,Emily J. Chavez,emilyc@hotmail.com,2018-03-19,"Cartagena, Caribe, Colombia",A few days or more,30.0,57.0,False,319,91,2.0
"Cozy Art Private Bedroom-Hamilton Heights, NY",Private room,2,59.0,4.94,16,2018-06-11,2019-01-01,113,True,16,Manhattan,Harlem,3492,Christopher M. Arnold,christophera58@hotmail.com,2018-03-14,"New York, New York, United States",Within an hour,100.0,100.0,False,660,456,2.1
